timestamp,station_id,Temperature,Wind_Speed,Pressure,Humidity,Solar_Radiation,Generator_Load,Energy_consumption,Battery_Level,Fuel_Level,Fuel_Burn_Rate,Food_Inventory,Station_Occupancy
2016-01-01 05:40:00,MAITRI,-3.49,62.44,966.35,59.89,2.89,41.8,6.97,74.77,24800.37,29.26,4989.07,20
2016-01-01 05:45:00,MAITRI,-3.1,63.08,966.09,59.54,15.98,40.2,6.7,74.74,24798.02,28.14,4988.92,21
2016-01-01 05:50:00,MAITRI,-2.95,63.39,966.43,57.7,9.15,42.38,7.06,74.75,24795.55,29.67,4988.78,20
2016-01-01 05:55:00,MAITRI,-2.92,64.05,966.2,56.16,0.0,42.32,7.05,74.74,24793.08,29.62,4988.64,21
2016-01-01 06:00:00,MAITRI,-2.67,64.07,967.0,55.76,0.0,42.74,7.12,74.73,24790.59,29.92,4988.49,22
2016-01-01 06:05:00,MAITRI,-2.45,64.27,967.02,55.0,10.38,43.68,7.28,74.73,24788.04,30.58,4988.33,23
2016-01-01 06:10:00,MAITRI,-2.42,63.26,966.83,55.89,28.3,43.05,7.17,74.75,24785.53,30.13,4988.17,23
2016-01-01 06:15:00,MAITRI,-2.1,63.68,966.7,54.71,28.85,41.9,6.98,74.75,24783.09,29.33,4988.01,23
2016-01-01 06:20:00,MAITRI,-2.3,63.85,966.03,58.07,39.84,43.51,7.25,74.77,24780.55,30.46,4987.84,24
2016-01-01 06:25:00,MAITRI,-2.31,63.8,966.42,60.49,58.81,39.89,6.65,74.77,24778.22,27.92,4987.67,24
2016-01-01 06:30:00,MAITRI,-2.04,63.61,966.57,57.96,57.85,44.84,7.47,74.8,24775.61,31.38,4987.51,24
2016-01-01 06:35:00,MAITRI,-1.68,62.85,966.38,55.88,67.04,43.06,7.18,74.83,24773.09,30.14,4987.34,24
2016-01-01 06:40:00,MAITRI,-1.63,58.27,966.42,55.42,80.58,38.47,6.41,74.85,24770.85,26.93,4987.18,23
2016-01-01 06:45:00,MAITRI,-1.52,58.51,966.64,55.35,112.98,39.18,6.53,74.91,24768.56,27.43,4987.01,24
2016-01-01 06:50:00,MAITRI,-1.62,58.5,966.51,55.22,103.82,38.77,6.46,74.95,24766.3,27.14,4986.85,24
2016-01-01 06:55:00,MAITRI,-1.49,59.51,966.84,55.49,110.03,38.17,6.36,74.99,24764.08,26.72,4986.68,24
2016-01-01 07:00:00,MAITRI,-1.47,56.72,966.4,55.01,128.94,39.37,6.56,75.06,24761.78,27.56,4986.52,23
2016-01-01 07:05:00,MAITRI,-1.42,57.17,966.3,54.21,143.98,37.97,6.33,75.13,24759.57,26.58,4986.35,24
2016-01-01 07:10:00,MAITRI,-1.93,55.68,965.22,55.7,143.57,35.91,5.98,75.18,24757.47,25.14,4986.19,24
2016-01-01 07:15:00,MAITRI,-1.91,56.15,965.37,54.59,179.47,36.71,6.12,75.27,24755.33,25.7,4986.01,25
2016-01-01 07:20:00,MAITRI,-1.72,56.17,965.37,53.1,193.13,35.24,5.87,75.35,24753.27,24.67,4985.83,26
2016-01-01 07:25:00,MAITRI,-1.34,56.74,965.82,51.73,193.38,36.22,6.04,75.45,24751.16,25.36,4985.65,26
2016-01-01 07:30:00,MAITRI,-1.49,57.32,965.79,51.02,224.36,35.47,5.91,75.56,24749.09,24.83,4985.48,25
2016-01-01 07:35:00,MAITRI,-1.65,56.47,966.09,52.34,216.16,33.87,5.64,75.65,24747.12,23.71,4985.31,25
2016-01-01 07:40:00,MAITRI,-1.49,55.43,966.59,52.48,228.21,33.23,5.54,75.75,24745.18,23.26,4985.13,25
2016-01-01 07:45:00,MAITRI,-1.26,53.8,967.05,52.43,240.6,35.42,5.9,75.87,24743.11,24.8,4984.96,25
2016-01-01 07:50:00,MAITRI,-1.09,55.23,967.05,50.58,248.27,34.04,5.67,76.0,24741.13,23.83,4984.78,25
2016-01-01 07:55:00,MAITRI,-1.45,55.93,967.07,52.0,266.0,32.65,5.44,76.13,24739.22,22.85,4984.61,25
2016-01-01 08:00:00,MAITRI,-1.7,56.65,966.86,53.42,267.42,31.84,5.31,76.25,24737.36,22.29,4984.44,25
2016-01-01 08:05:00,MAITRI,-1.51,57.79,966.41,53.21,274.17,35.42,5.9,76.39,24735.3,24.79,4984.26,26
2016-01-01 08:10:00,MAITRI,-1.2,58.49,966.74,51.39,295.74,35.33,5.89,76.55,24733.24,24.73,4984.08,26
2016-01-01 08:15:00,MAITRI,-1.17,58.59,966.52,50.21,280.58,32.83,5.47,76.69,24731.32,22.98,4983.9,26
2016-01-01 08:20:00,MAITRI,-1.28,58.72,965.93,50.43,310.18,31.82,5.3,76.85,24729.47,22.27,4983.72,26
2016-01-01 08:25:00,MAITRI,-1.29,59.11,966.19,49.37,311.43,32.72,5.45,77.01,24727.56,22.9,4983.53,26
2016-01-01 08:30:00,MAITRI,-1.12,59.4,966.02,47.84,335.85,32.76,5.46,77.18,24725.65,22.93,4983.35,26
2016-01-01 08:35:00,MAITRI,-1.75,59.71,964.92,49.72,328.06,31.36,5.23,77.35,24723.82,21.95,4983.17,26
2016-01-01 08:40:00,MAITRI,-1.43,60.18,965.72,49.65,331.63,31.94,5.32,77.53,24721.95,22.36,4983.0,25
2016-01-01 08:45:00,MAITRI,-1.65,60.58,965.91,51.29,362.9,31.08,5.18,77.72,24720.14,21.75,4982.82,26
2016-01-01 08:50:00,MAITRI,-1.46,60.99,965.78,50.61,361.33,31.9,5.32,77.9,24718.28,22.33,4982.63,27
2016-01-01 08:55:00,MAITRI,-1.62,60.78,965.58,52.4,358.88,31.46,5.24,78.09,24716.44,22.02,4982.44,27
2016-01-01 09:00:00,MAITRI,-1.46,60.7,965.29,52.56,359.32,30.7,5.12,78.28,24714.65,21.49,4982.26,27
2016-01-01 09:05:00,MAITRI,-1.56,60.77,965.08,53.68,381.95,28.93,4.82,78.46,24712.97,20.25,4982.07,27
2016-01-01 09:10:00,MAITRI,-1.48,61.22,964.87,52.05,381.91,31.25,5.21,78.66,24711.14,21.88,4981.88,27
2016-01-01 09:15:00,MAITRI,-2.04,61.07,965.82,54.11,401.11,28.91,4.82,78.86,24709.46,20.24,4981.69,28
2016-01-01 09:20:00,MAITRI,-1.9,61.97,965.8,55.67,404.19,30.78,5.13,79.07,24707.66,21.54,4981.49,28
2016-01-01 09:25:00,MAITRI,-2.18,61.29,966.25,57.38,403.96,28.6,4.77,79.28,24705.99,20.02,4981.31,27
2016-01-01 09:30:00,MAITRI,-1.88,61.17,966.42,55.53,414.87,29.18,4.86,79.49,24704.29,20.43,4981.12,27
2016-01-01 09:35:00,MAITRI,-1.56,61.44,966.43,53.93,408.63,29.58,4.93,79.71,24702.56,20.7,4980.92,28
2016-01-01 09:40:00,MAITRI,-1.44,61.5,967.15,52.44,429.47,28.16,4.69,79.93,24700.92,19.71,4980.73,28
2016-01-01 09:45:00,MAITRI,-1.16,62.13,967.94,50.63,440.11,26.91,4.49,80.13,24699.35,18.84,4980.53,28
2016-01-01 09:50:00,MAITRI,-0.81,62.0,968.24,50.54,429.04,28.14,4.69,80.35,24697.71,19.7,4980.34,28
2016-01-01 09:55:00,MAITRI,-0.65,61.82,968.7,50.98,451.62,26.76,4.46,80.58,24696.15,18.73,4980.15,27
2016-01-01 10:00:00,MAITRI,-0.29,62.0,968.36,50.28,463.24,25.95,4.32,80.81,24694.64,18.16,4979.97,27
2016-01-01 10:05:00,MAITRI,-0.59,62.45,968.74,51.78,455.7,27.39,4.56,81.05,24693.04,19.17,4979.77,28
2016-01-01 10:10:00,MAITRI,-0.43,62.6,968.96,50.42,485.28,28.32,4.72,81.3,24691.39,19.83,4979.58,28
2016-01-01 10:15:00,MAITRI,-0.37,62.86,968.21,48.75,472.98,25.07,4.18,81.52,24689.92,17.55,4979.38,28
2016-01-01 10:20:00,MAITRI,-0.22,62.77,968.47,47.87,475.82,24.35,4.06,81.73,24688.5,17.04,4979.19,27
2016-01-01 10:25:00,MAITRI,0.05,63.3,968.19,47.28,478.31,24.31,4.05,81.95,24687.08,17.02,4979.01,27
2016-01-01 10:30:00,MAITRI,0.13,63.41,967.58,47.25,487.7,25.78,4.3,82.2,24685.58,18.04,4978.82,27
2016-01-01 10:35:00,MAITRI,-0.33,63.24,966.43,49.56,495.19,25.06,4.18,82.44,24684.12,17.54,4978.62,28
2016-01-01 10:40:00,MAITRI,-0.3,63.41,966.41,48.66,496.57,22.94,3.82,82.66,24682.78,16.06,4978.44,27
2016-01-01 10:45:00,MAITRI,-0.79,63.26,965.28,50.68,488.32,23.95,3.99,82.88,24681.38,16.77,4978.25,27
2016-01-01 10:50:00,MAITRI,-0.7,63.69,965.73,52.9,499.36,25.48,4.25,83.13,24679.9,17.84,4978.06,28
2016-01-01 10:55:00,MAITRI,-0.68,63.04,965.31,52.44,498.4,22.4,3.73,83.34,24678.59,15.68,4977.87,27
2016-01-01 11:00:00,MAITRI,-0.89,62.7,966.1,52.86,507.99,23.37,3.9,83.58,24677.23,16.36,4977.69,26
2016-01-01 11:05:00,MAITRI,-0.47,62.55,965.98,51.16,510.35,24.36,4.06,83.85,24675.81,17.05,4977.51,26
2016-01-01 11:10:00,MAITRI,-0.37,62.75,965.35,51.46,522.5,25.12,4.19,84.12,24674.34,17.58,4977.32,27
2016-01-01 11:15:00,MAITRI,-0.28,61.26,965.85,50.16,525.77,23.59,3.93,84.39,24672.96,16.51,4977.13,27
2016-01-01 11:20:00,MAITRI,-0.04,61.4,966.24,49.12,516.05,25.3,4.22,84.66,24671.49,17.71,4976.95,26
2016-01-01 11:25:00,MAITRI,-0.02,61.5,965.8,49.56,513.68,25.98,4.33,84.92,24669.97,18.18,4976.76,27
2016-01-01 11:30:00,MAITRI,0.23,61.45,966.11,49.53,515.55,26.47,4.41,85.19,24668.43,18.53,4976.58,27
2016-01-01 11:35:00,MAITRI,0.44,61.44,966.49,51.37,510.65,24.9,4.15,85.46,24666.98,17.43,4976.39,27
2016-01-01 11:40:00,MAITRI,0.5,61.93,966.37,51.66,526.91,23.87,3.98,85.73,24665.59,16.71,4976.2,27
2016-01-01 11:45:00,MAITRI,0.79,62.13,966.73,51.4,544.65,24.58,4.1,86.01,24664.15,17.2,4976.01,27
2016-01-01 11:50:00,MAITRI,1.0,62.31,966.67,52.73,514.96,24.73,4.12,86.28,24662.71,17.31,4975.83,27
2016-01-01 11:55:00,MAITRI,0.91,62.66,966.22,52.43,527.19,21.42,3.57,86.51,24661.46,14.99,4975.64,27
2016-01-01 12:00:00,MAITRI,1.05,62.84,966.47,50.19,517.66,25.93,4.32,86.78,24659.95,18.15,4975.45,27
2016-01-01 12:05:00,MAITRI,1.07,62.77,966.56,50.05,531.77,24.63,4.1,87.05,24658.51,17.24,4975.27,26
2016-01-01 12:10:00,MAITRI,1.24,62.48,967.02,48.86,533.98,23.64,3.94,87.33,24657.13,16.55,4975.08,27
2016-01-01 12:15:00,MAITRI,1.16,61.96,967.04,47.65,528.64,23.8,3.97,87.6,24655.74,16.66,4974.9,26
2016-01-01 12:20:00,MAITRI,1.24,62.61,967.37,46.81,529.05,21.7,3.62,87.85,24654.48,15.19,4974.72,26
2016-01-01 12:25:00,MAITRI,1.37,62.89,967.77,45.88,543.15,21.68,3.61,88.09,24653.21,15.17,4974.53,27
2016-01-01 12:30:00,MAITRI,1.59,62.79,967.89,45.3,540.43,21.24,3.54,88.33,24651.97,14.87,4974.35,27
2016-01-01 12:35:00,MAITRI,1.4,62.16,967.31,46.67,523.22,24.46,4.08,88.61,24650.55,17.12,4974.16,27
2016-01-01 12:40:00,MAITRI,1.17,61.89,967.5,47.89,523.18,26.24,4.37,88.88,24649.02,18.37,4973.97,28
2016-01-01 12:45:00,MAITRI,1.11,61.07,967.47,47.29,523.55,24.09,4.01,89.14,24647.61,16.86,4973.77,28
2016-01-01 12:50:00,MAITRI,1.11,61.22,967.32,47.64,511.52,22.43,3.74,89.37,24646.3,15.7,4973.58,27
2016-01-01 12:55:00,MAITRI,1.19,61.37,967.37,47.23,520.43,21.76,3.63,89.59,24645.03,15.23,4973.39,28
2016-01-01 13:00:00,MAITRI,0.98,61.49,967.37,47.47,521.55,24.08,4.01,89.85,24643.63,16.85,4973.19,28
2016-01-01 13:05:00,MAITRI,1.05,61.87,967.41,46.41,507.22,26.09,4.35,90.11,24642.11,18.26,4972.99,29
2016-01-01 13:10:00,MAITRI,0.98,61.99,967.08,45.58,512.07,25.18,4.2,90.38,24640.64,17.63,4972.8,28
2016-01-01 13:15:00,MAITRI,1.05,60.98,967.14,45.28,515.69,23.33,3.89,90.62,24639.28,16.33,4972.6,28
2016-01-01 13:20:00,MAITRI,0.97,59.52,967.32,45.2,508.07,23.66,3.94,90.85,24637.9,16.56,4972.4,29
2016-01-01 13:25:00,MAITRI,1.08,59.61,967.14,45.32,501.28,25.51,4.25,91.11,24636.41,17.86,4972.21,28
2016-01-01 13:30:00,MAITRI,0.93,60.34,966.8,45.98,501.49,26.43,4.4,91.38,24634.87,18.5,4972.01,28
2016-01-01 13:35:00,MAITRI,0.74,60.14,966.54,47.31,498.12,25.98,4.33,91.64,24633.35,18.18,4971.83,27
2016-01-01 13:40:00,MAITRI,0.25,60.14,965.94,49.02,487.63,23.22,3.87,91.86,24632.0,16.25,4971.65,26
2016-01-01 13:45:00,MAITRI,0.11,59.93,966.12,49.52,476.97,24.77,4.13,92.08,24630.55,17.34,4971.46,27
2016-01-01 13:50:00,MAITRI,0.13,60.6,966.16,49.95,478.82,26.23,4.37,92.33,24629.02,18.36,4971.27,27
2016-01-01 13:55:00,MAITRI,0.45,59.51,966.29,49.46,466.22,27.38,4.56,92.58,24627.42,19.17,4971.08,27
2016-01-01 14:00:00,MAITRI,0.16,59.85,966.06,51.57,456.07,26.42,4.4,92.8,24625.88,18.49,4970.89,28
2016-01-01 14:05:00,MAITRI,0.32,60.11,965.83,51.39,460.98,26.61,4.43,93.03,24624.33,18.63,4970.69,29
2016-01-01 14:10:00,MAITRI,0.46,58.6,965.8,50.62,442.06,28.04,4.67,93.26,24622.7,19.63,4970.49,29
2016-01-01 14:15:00,MAITRI,0.26,59.43,965.54,50.55,443.23,27.35,4.56,93.47,24621.1,19.15,4970.28,30
2016-01-01 14:20:00,MAITRI,0.55,59.87,966.14,49.34,428.09,28.74,4.79,93.69,24619.42,20.12,4970.08,29
2016-01-01 14:25:00,MAITRI,0.67,59.45,966.4,48.87,421.62,28.04,4.67,93.9,24617.79,19.63,4969.88,28
2016-01-01 14:30:00,MAITRI,0.68,59.62,966.6,48.66,419.11,28.4,4.73,94.12,24616.13,19.88,4969.69,28
2016-01-01 14:35:00,MAITRI,1.06,57.83,967.24,48.26,432.33,27.83,4.64,94.34,24614.51,19.48,4969.5,27
2016-01-01 14:40:00,MAITRI,1.33,58.09,967.58,48.02,417.06,30.86,5.14,94.56,24612.71,21.6,4969.31,27
2016-01-01 14:45:00,MAITRI,1.58,57.47,967.65,47.67,406.27,27.02,4.5,94.75,24611.13,18.92,4969.12,27
2016-01-01 14:50:00,MAITRI,1.67,57.6,967.64,47.94,399.43,27.75,4.62,94.93,24609.51,19.42,4968.93,28
2016-01-01 14:55:00,MAITRI,1.93,58.36,966.98,48.33,393.8,30.44,5.07,95.14,24607.74,21.31,4968.74,28
2016-01-01 15:00:00,MAITRI,1.78,58.64,967.24,48.34,66.1,41.01,6.83,95.13,24605.35,28.7,4968.53,29
2016-01-01 15:05:00,MAITRI,2.02,59.06,967.01,47.15,42.75,43.96,7.33,95.16,24602.78,30.77,4968.34,28
2016-01-01 15:10:00,MAITRI,1.82,59.75,967.43,48.78,69.28,41.2,6.87,95.17,24600.38,28.84,4968.15,27
2016-01-01 15:15:00,MAITRI,1.6,60.55,967.29,47.71,40.31,43.15,7.19,95.18,24597.86,30.2,4967.96,28
2016-01-01 15:20:00,MAITRI,1.71,60.82,968.0,48.14,64.77,42.05,7.01,95.21,24595.41,29.43,4967.77,27
2016-01-01 15:25:00,MAITRI,1.68,61.06,967.23,48.73,49.44,43.77,7.29,95.23,24592.85,30.64,4967.58,28
2016-01-01 15:30:00,MAITRI,1.77,61.17,967.0,47.82,50.97,43.45,7.24,95.26,24590.32,30.41,4967.38,28
2016-01-01 15:35:00,MAITRI,2.01,61.32,967.28,48.13,23.51,43.76,7.29,95.26,24587.77,30.63,4967.19,28
2016-01-01 15:40:00,MAITRI,1.92,61.11,967.61,50.77,10.7,45.2,7.53,95.26,24585.13,31.64,4966.99,28
2016-01-01 15:45:00,MAITRI,1.91,61.3,968.05,50.91,48.07,42.73,7.12,95.28,24582.64,29.91,4966.81,27
2016-01-01 15:50:00,MAITRI,2.04,60.4,967.85,50.61,75.01,39.65,6.61,95.28,24580.33,27.76,4966.62,26
2016-01-01 15:55:00,MAITRI,2.3,60.3,967.55,50.72,50.17,41.32,6.89,95.28,24577.91,28.93,4966.44,27
2016-01-01 16:00:00,MAITRI,2.11,60.4,967.26,52.26,0.0,44.05,7.34,95.27,24575.35,30.84,4966.26,26
2016-01-01 16:05:00,MAITRI,2.16,61.23,967.34,50.88,17.54,43.95,7.32,95.28,24572.78,30.76,4966.08,26
2016-01-01 16:10:00,MAITRI,2.07,61.63,967.03,49.31,25.21,44.52,7.42,95.29,24570.18,31.16,4965.89,27
2016-01-01 16:15:00,MAITRI,1.78,59.66,966.64,48.39,53.08,45.24,7.54,95.32,24567.55,31.67,4965.7,27
2016-01-01 16:20:00,MAITRI,1.93,59.91,966.68,48.03,33.19,45.21,7.53,95.34,24564.91,31.65,4965.51,27
2016-01-01 16:25:00,MAITRI,1.87,60.07,966.45,46.79,27.89,42.52,7.09,95.33,24562.43,29.76,4965.33,27
2016-01-01 16:30:00,MAITRI,2.08,60.31,966.04,47.33,25.27,44.02,7.34,95.33,24559.86,30.81,4965.13,28
2016-01-01 16:35:00,MAITRI,2.06,60.52,965.99,47.37,27.84,45.61,7.6,95.35,24557.2,31.93,4964.94,27
2016-01-01 16:40:00,MAITRI,1.95,60.87,966.26,46.24,5.59,44.21,7.37,95.34,24554.62,30.95,4964.76,27
2016-01-01 16:45:00,MAITRI,1.47,61.28,965.85,48.94,168.6,36.44,6.07,95.38,24552.5,25.51,4964.56,28
2016-01-01 16:50:00,MAITRI,1.35,61.74,966.09,48.36,161.53,37.97,6.33,95.45,24550.28,26.58,4964.37,27
